Date,UID,pr,etr,eto,tmmn,tmmx,rmin,pr_1,etr_1,eto_1,tmmn_1,tmmx_1,rmin_1
1979-09-01,103,7.071218198661837,212.55903709636019,146.6299441689736,279.2254094782034,300.6301534373217,16.179704638017082,7.058073020618684,208.56737371119345,144.3116062126357,279.7020728894394,299.1486896953587,17.151623576662786
1979-10-01,101,40.79200928570905,121.92840289373956,81.48438089856195,271.7521243771949,289.552289577097,24.67465233471398,54.279611160033596,116.54621612812244,78.35319071439973,273.0585597726019,288.0028453179119,26.288423597664362
1979-10-01,102,49.394440391888985,128.20766224769446,85.33429223299026,273.2156911996695,290.798583984375,24.519631165724533,57.07141658992979,119.53372027369272,80.31262572225232,274.02637663036535,288.8055823342627,27.188273923066617
1979-10-01,103,29.997008973334193,119.83237718313137,80.34449279832906,273.94879916413356,290.53818500885944,26.55285000412109,42.68728289125929,117.12375070241144,78.79001888027175,274.22218759188974,289.0914539405993,27.616071934138805
1979-11-01,101,20.685777249335928,40.522274604687105,26.716219961873794,262.9808696483709,276.08602213765766,43.01587579358509,30.65925928421257,38.368730523500176,25.511394475627473,263.7739288659089,274.99354935455364,46.294636218953386
1979-11-01,102,29.877374898928863,44.92422980528612,29.44783137509456,264.4095059908353,277.22893582857574,42.37991655789889,36.64498492625193,40.25499432669553,26.750314419854174,264.70202638302885,275.78391137446465,46.951396305065686
1979-11-01,103,26.16315339210147,38.77941065822386,25.797806201695895,264.9373529620057,277.12583297777456,45.485134067087195,29.154490419388328,37.29455572858688,24.97490076559733,264.9259372385498,276.0707646212486,47.89303238142092
1979-12-01,101,10.96697597792228,47.841525766516874,29.51602069824473,263.91089228948454,276.2357749348703,42.876646616625834,16.112287595658035,45.041469509855055,27.891508116633396,265.15535487576904,275.64025108932526,46.12670102168994
1979-12-01,102,11.15294358592767,42.497293580036896,26.50973308315644,265.0412808931791,276.64346078725964,48.40006197415865,14.640875241464592,41.340300637630776,25.90355305026577,265.90476197752224,276.0963071472361,50.76290074090533
1979-12-01,103,11.10817318438788,40.22176201737021,25.028106742020928,266.40327696392706,277.00256283250053,44.74160166047966,14.168324832088889,41.31379968110835,25.749923347462637,266.5956487658208,276.5418858711783,47.187133284357394
1980-01-01,101,85.89364056167658,31.69010789193352,20.854302467471058,261.4391161270602,272.1205246647981,47.194818238089034,132.23267466278216,33.30370800671297,21.880315739556234,262.84097620687106,271.735509692951,48.232046260095906
1980-01-01,102,118.60461512437233,34.48874874986135,22.670632399045505,263.8589360163762,273.09501295823316,47.23805266160231,155.10895513919064,34.376745674325804,22.660874526113584,264.3750000230419,272.6030631724898,48.88072934712568
1980-01-01,103,70.20346125172136,28.384625956496436,18.99991850216149,264.31598401936816,272.5316676445447,52.75574396684702,118.80866587133322,30.45039642862313,20.270360186139214,264.3123999178779,272.36018055967963,51.771177155740986
1980-02-01,101,44.591891463874305,49.10942054529563,34.49601955809932,266.4160404280356,277.22375177743083,44.79793330286859,73.67749637953857,50.1457711785757,35.29108052701159,267.76992843555735,276.94854790071463,46.053175929883814
1980-02-01,102,64.98012356574719,51.1283893768604,36.080885685407196,268.45338322566107,278.39488572340747,46.660606090839096,87.07725723169568,51.46424982451677,36.33151310937131,268.9868807608823,277.856574374594,47.63354349759654
1980-02-01,103,35.33237085303064,45.695297645154874,33.18383051082324,269.8708829452956,279.2167857569361,48.82740115248645,61.646919399742686,47.543521629993066,34.166435676495674,269.60570693998477,278.38433478715245,48.8025413387842
1980-03-01,101,36.72639245647568,80.98227306197641,58.44304613300486,266.89899084219746,278.3396380424749,37.11268273670468,64.75763287600776,79.98269206237501,57.885314646712345,267.52294029378385,277.47917283747324,38.31569080863605
1980-03-01,102,53.94139641523361,87.63931938318106,63.26886165142059,268.96426156850964,279.99025080754205,38.13028247539814,73.56149083699678,84.17590876098096,60.91665700718612,268.80466319077823,278.59664361249963,39.32296108026051
1980-03-01,103,30.524019745670742,84.90082010873473,61.73260981890993,270.21472077982776,280.5054675112084,39.57999583579631,51.61372513769893,83.13626433499186,60.501666125176,269.4408013127803,279.10945250831975,40.05659405086485
1980-04-01,101,24.059004765536386,154.8001403862993,112.49831509749595,271.5518965862443,287.5760894543287,26.0729763337142,29.520831666328174,147.20331103525268,107.93928923445321,271.8462229302131,286.15592132900355,27.540485522765533
1980-04-01,102,23.42863561327641,165.88303341315344,119.22659670389615,273.4422583946815,289.3138756385216,26.127958297729492,31.161798322845172,156.3141586599239,113.07252053000838,273.1616049874504,287.5385120603003,27.436194814588664
1980-04-01,103,16.899576846103688,155.5464884597837,113.76185083833575,274.43651099020167,290.10431307430247,25.92122012793421,34.41521594644499,152.6902996741502,111.90050124223905,273.6037416178165,288.3249734004745,26.976061936822052
1980-05-01,101,119.48181602029763,142.925844195006,113.95673021068419,275.9029680117515,289.0287401713069,34.27243788124162,125.49983496091751,138.29034203939648,111.03051327007493,276.316393083628,287.531100498257,35.99133598956255
1980-05-01,102,121.22543456462714,150.13660469421973,118.8713343326862,277.1533672626202,290.25982900766223,34.456209036020134,126.95280520872868,142.57959353010787,114.07645594789052,277.06851380624397,288.3982505825342,36.921662800691536
