Date,huc12,sseb_mean,sseb_25th,sseb_50th,sseb_75th
2022-09-01,170402080604,35.14073098531867,15.0,33.00000000000001,49.00000000000001
2022-09-01,170402080305,66.18111640363671,48.49370193594047,64.0,82.00000000000001
2022-09-01,170402080306,57.79913113667744,36.0,52.99999999999999,76.0
2022-09-01,170402080201,57.91324993359867,38.00000000000001,52.0,72.0
2022-09-01,170402080203,74.12959862711675,43.0,70.99999999999999,103.00000000000004
2022-09-01,170402080202,54.5731718553413,27.02265932692235,50.06441008157798,77.0
2022-09-01,170402080204,56.94511853773675,24.0,47.00000000000001,81.58814701842374
2022-09-01,170402080208,87.69322496506581,62.99999999999996,90.0,115.0
2022-09-01,170402080209,96.40614938780588,75.01098723115744,100.0,120.0
2022-09-01,170402080207,92.32315148631528,67.0,94.35080592933728,120.07278108050028
2022-09-01,170402080210,73.26606934299896,50.40102876262085,73.0,97.0
2022-09-01,170402080301,82.10779125753054,58.0,86.47755674572812,110.49241306040356
2022-09-01,170402080303,64.92113257866961,34.00000000000001,62.44782588732265,95.0
2022-09-01,170402080302,48.988349114788,28.080519125596236,44.457928367844254,65.00000000000001
2022-09-01,170402080304,62.46680157735502,35.0,57.008553164348335,87.00000000000001
2022-09-01,170402080307,55.3190406629321,30.23239788904272,44.37505751860383,78.45198052012066
2022-09-01,170402080308,50.50680491589138,26.000000000000004,43.0,68.0
